,MLP,BeepBoop,Transformer,MACDStochastic,PSAR,RSI,BarMovement,BollingerBands,MACrossover,AlegAATr,Supertrend,LstmMixture,EEE,CNN,KNN,MACDKeyLevel,KeltnerChannels,UCB,SqueezePro,Lstm,Ensemble,Choc,EXP3,RandomForest,Stochastic,MACD
0,4500.485800000133,9899.862140000034,8645.2373,11949.554840000003,6923.864690000024,10358.307999999995,6932.436439999981,6651.520200000045,10582.441979999961,10384.88511285716,8874.183259999993,10714.393500000006,15566.049099999995,6054.4222499999705,9938.486574285707,9601.82979999995,9474.629809999999,10390.214332857162,8673.248520000003,10000.0,10954.485071428646,10552.978115714277,10195.787302857168,3925.901180000095,9287.138458571444,9327.48054000004
