,EXP3,SqueezePro,KNN,BarMovement,RSI,Supertrend,Choc,EEE,UCB,CNN,KeltnerChannels,MACrossover,Transformer,MLP,LstmMixture,RandomForest,BeepBoop,Ensemble,BollingerBands,MACDStochastic,Lstm,PSAR,MACDKeyLevel,AlegAATr,MACD,Stochastic
0,9658.503940000006,11136.65756000003,10000.0,9373.0023,10000.0,7332.6114800000405,10301.696170000001,7027.955590000034,8964.997749999986,10000.0,11102.00316,10516.92841,9653.250080000009,8808.235039999981,8690.386999999995,9725.320000000002,8767.949740000004,8335.775140000002,14984.662479999912,9328.859740000093,9760.922664285676,10889.725209999991,10000.0,8972.969059999985,10029.669229999992,6957.499500000382
