,MACDStochastic,Transformer,RSI,PSAR,MLP,BeepBoop,AlegAATr,MACrossover,LstmMixture,Supertrend,BollingerBands,BarMovement,KNN,MACDKeyLevel,CNN,EEE,MACD,RandomForest,Stochastic,EXP3,KeltnerChannels,Ensemble,Choc,UCB,SqueezePro,Lstm
0,10151.984859999993,11038.087039999997,9970.073339999994,8210.171260000538,8433.127500000031,10122.195409999957,9604.866780000082,10313.38685000016,10000.0,11280.795600000723,8459.911210000017,6182.012460000086,9865.811071428505,10916.369690000047,9465.99738000006,8218.66039571424,12138.05702999997,8989.739379999995,11354.890700000033,11058.81513000072,8060.894100000403,9356.16279000005,9188.024960000002,9595.810290000076,10136.051500000045,9471.085659999999
