,CNN,KeltnerChannels,MACrossover,EXP3,SqueezePro,Random2,KNN,RSI,BarMovement,Choc,Supertrend,EEE,UCB,Random001,BeepBoop,Ensemble,MACDStochastic,BollingerBands,Lstm,PSAR,MACDKeyLevel,AlegAATr,Random01,MACD,Stochastic,Random05,Transformer,Random,MLP,LstmMixture,RandomForest
0,10280.785959999997,9658.601979999996,10946.657200000009,8706.686820000015,9577.013879999984,5267.818759999971,10000.0,9585.514800000023,9734.159599999968,10633.491180714302,11657.580340000028,10571.709613571451,10028.19296571431,9800.000200000006,8774.728379999999,6300.74096,9301.407759999995,9925.969280000018,8968.038240000003,8730.806270000376,9906.23479142858,10039.311170000025,9297.117660000033,10893.94485000032,9265.278639999982,8042.68775999998,10222.72987,8485.575280000101,6964.599400000001,9358.730000000232,5835.516020000028
