,RandomForest,LstmMixture,MLP,Random,Random05,Stochastic,MACD,Random01,AlegAATr,MACDKeyLevel,PSAR,Lstm,BollingerBands,MACDStochastic,BeepBoop,Ensemble,Random001,UCB,Supertrend,Choc,EEE,BarMovement,RSI,KNN,Random2,SqueezePro,EXP3,MACrossover,KeltnerChannels,CNN
0,10000.0,9867.20805,10000.0,6566.005660000048,10173.630260000024,10000.0,8192.956579999984,9801.934180000017,10376.91495142859,9200.68530000008,8125.779579999997,9415.457873571462,8270.056300000222,8463.308135714327,9819.346512857144,8135.5905300000395,9865.566620000005,10371.624040000017,7482.577730000568,10776.007320000052,10142.56221857144,10767.490294285739,7871.289320000003,8844.93292000073,9865.24474000003,9740.85776,9440.4022242857,11122.732860000015,11156.783300000001,8666.15178
