,CNN,MACrossover,KeltnerChannels,EXP3,SqueezePro,KNN,Random2,BarMovement,RSI,Supertrend,Choc,EEE,Random001,UCB,BeepBoop,Ensemble,Lstm,BollingerBands,MACDStochastic,MACDKeyLevel,PSAR,AlegAATr,Random01,MACD,Random05,Stochastic,Random,MLP,RandomForest,LstmMixture
0,10282.660340000006,9428.63696,8545.826700000001,10687.98158,9765.521349999999,10000.0,7360.033519999968,8149.826220000025,10000.0,12980.626219999998,9267.982520000001,11023.821740000001,8819.37984,11327.936599999997,10063.18598,5870.640040000022,9185.693399999998,8677.606020000076,7411.716359999999,10170.277999999973,15499.637500000012,11326.538559999995,6229.027599999977,9887.884780000002,8737.441979999965,9111.156119999994,6142.52883999998,8180.207760000002,10000.0,10035.695232857157
