,EEE,CNN,Random001,MACDKeyLevel,Random01,KNN,Ensemble,Choc,UCB,Lstm,SqueezePro,KeltnerChannels,MACD,EXP3,RandomForest,Stochastic,BeepBoop,MLP,RSI,PSAR,Transformer,MACDStochastic,BollingerBands,BarMovement,LstmMixture,Random2,Supertrend,Random05,AlegAATr,Random,MACrossover
0,5305.376795000178,10000.0,9080.168240000012,8831.221360000018,8223.04754,9683.486780000007,6860.578725714351,8529.863700000005,5879.920695000299,8689.019389999994,9858.515579999985,8184.071620000012,7657.533499999998,11317.64983000007,8235.986319999998,6327.498110001293,6379.089499999966,9372.147285000015,10000.0,4795.167550001419,7587.997180000055,5891.715279999963,7054.926859999984,6463.3054799999945,9246.67816000001,9010.62279999999,9381.303600000034,9868.242639999986,9873.333780000088,6717.811900000007,10065.175459999999
