,UCB,Lstm,SqueezePro,Ensemble,Choc,KeltnerChannels,RandomForest,Stochastic,EXP3,MACD,CNN,EEE,Random01,MACDKeyLevel,Random001,KNN,BarMovement,BollingerBands,Supertrend,LstmMixture,Random2,Random,MACrossover,AlegAATr,Random05,BeepBoop,MLP,PSAR,RSI,MACDStochastic
0,10194.676370000007,10681.293600000046,8531.077039999996,10000.0,9937.851170000053,10259.17132999997,7233.6420599999965,9939.945659999985,10376.573429999926,9892.121999999988,9130.29221285711,8756.527769999966,5727.899999999978,10000.0,10195.372960000026,8043.156030000929,8840.099879999962,9355.979180000013,10181.815579999999,10000.0,6865.915100000112,4323.216140000093,10528.466919999966,10000.0,8053.157900000072,11098.889519999953,9409.266200000031,9468.033449999999,10000.0,9797.023320000037
