,MACrossover,Supertrend,AlegAATr,PSAR,Lstm,Choc,Stochastic,MACD,KNN,RSI,RandomForest,MACDStochastic,Ensemble,BarMovement,CNN,BeepBoop,MACDKeyLevel,SqueezePro,BollingerBands,KeltnerChannels,MLP
0,11269.702599999995,8361.296389999996,7401.869983333346,10285.496630000043,9060.379230000015,10000.0,7790.792570000507,6299.355619999905,4662.8671799999465,9844.69422,7208.554459995756,10421.688039999974,7670.484226666483,5693.349019998376,2976.22626000019,7779.3452400000015,6816.006359999999,10000.0,8948.510539999905,9920.606510000045,7475.548639996922
