,KeltnerChannels,Choc,Ensemble,SqueezePro,Lstm,UCB,MACD,EXP3,Stochastic,RandomForest,EEE,CNN,KNN,MACDKeyLevel,BollingerBands,BarMovement,AlegAATr,MACrossover,LstmMixture,Supertrend,MLP,BeepBoop,Transformer,MACDStochastic,RSI,PSAR
0,11635.598119998975,12103.44722,5230.785335000104,11057.19328999988,11179.497100000002,9366.447179999945,8452.263759999998,7892.379840000009,6504.564989996628,1052.5479800000955,11933.779389999869,7433.405239999992,6439.287480000026,9240.032299999997,9963.10539999806,12689.953760000335,13855.302109999937,9525.0019,7796.932319999992,5666.119229999981,4292.245680000006,4836.825100000108,9727.187610000014,6162.466010000884,10000.0,9750.769330000001
