,Transformer,MLP,LstmMixture,RandomForest,PSAR,MACDKeyLevel,BeepBoop,Ensemble,BollingerBands,MACDStochastic,Lstm,MACD,Stochastic,AlegAATr,KNN,EXP3,SqueezePro,UCB,BarMovement,RSI,Choc,Supertrend,EEE,CNN,KeltnerChannels,MACrossover
0,10000.0,10000.0,5961.964699999963,5600.060530000826,11923.508120000006,10232.911559999999,8579.454910000075,7262.438989999966,8478.659470000015,13116.507340000002,8434.525640000415,11600.877399999987,9182.332980000685,11056.452440000015,4987.959460000141,11840.10190999996,10000.0,11063.438620000014,11378.16746000003,10167.789039999994,10355.892600000001,12081.535679999964,12404.424739999991,10000.0,8774.814159999976,9888.673170000004
