,BeepBoop,Ensemble,Lstm,MACDStochastic,BollingerBands,MACDKeyLevel,PSAR,AlegAATr,MACD,Stochastic,Transformer,MLP,RandomForest,LstmMixture,CNN,MACrossover,KeltnerChannels,EXP3,SqueezePro,KNN,RSI,BarMovement,Supertrend,Choc,EEE,UCB
0,9747.564190000026,10299.829380000061,9893.103897142864,9282.359299999998,11445.29892000005,8690.65424,6314.445130000798,8699.201837142851,10000.0,9705.792999999983,9454.512119999974,10000.0,9511.710540000026,10000.0,8751.592920000008,10040.103910000082,10256.04468,9270.078990000053,9938.09514285712,9719.60060214286,7551.863119999999,9058.976100000009,8685.162670000249,9740.71023,8299.754282857166,8459.697815714286
