,MLP,BeepBoop,MACDStochastic,RSI,PSAR,BollingerBands,BarMovement,AlegAATr,Random05,Random,MACrossover,LstmMixture,Random2,Supertrend,CNN,EEE,KNN,MACDKeyLevel,Random001,Random01,KeltnerChannels,Ensemble,Choc,UCB,Lstm,SqueezePro,MACD,RandomForest,Stochastic,EXP3
0,6589.119660000026,8149.649550000045,9864.000000000005,9161.403461428563,5923.09957,9540.902299999943,10727.110110000142,10088.444609999986,3789.7407799999146,5653.233779999891,7909.442139999987,10000.0,8588.31797999998,6413.397379999999,2391.911640000001,8400.659850000038,10246.568398571413,10000.0,8992.777960000001,9218.660520000007,8851.263579999997,10878.472939999994,9207.885319999994,10000.0,8299.201398571415,10296.000000000002,10590.917699999993,10008.953229999977,8279.732030000006,10000.0
