,KNN,MACDKeyLevel,Random001,Random01,CNN,EEE,MACD,Stochastic,RandomForest,EXP3,KeltnerChannels,Choc,Ensemble,Lstm,SqueezePro,UCB,MACDStochastic,Transformer,RSI,PSAR,MLP,BeepBoop,AlegAATr,Random05,MACrossover,Random,LstmMixture,Random2,Supertrend,BollingerBands,BarMovement
0,9345.51239,10613.17623,10950.864359999978,9154.80003999998,10000.0,10117.095338571447,8459.59246,10074.06194,7405.823629999997,7516.519144285727,9453.625734285732,9480.236900000013,7664.771490000009,8475.560260000002,9696.896899999978,9073.547327142867,10851.645859999995,6815.601010000145,10766.152160000001,10000.0,8074.532600000051,11118.46334000113,10000.0,5384.451599999947,8975.48498000003,9023.642300000021,10000.0,4955.787120000012,7495.037100000032,5841.320440000079,9955.882860000014
