,CNN,BeepBoop,MACDKeyLevel,MACDStochastic,BarMovement,RandomForest,MLP,KeltnerChannels,BollingerBands,SqueezePro,AlegAATr,Supertrend,MACrossover,KNN,MACD,Choc,Stochastic,Lstm,PSAR
0,14372.686399999975,8504.620080000008,9204.14646,9662.4291200002,8240.501960001784,9426.556320000087,8563.17962000002,11613.550419999998,11163.981810000154,9800.002,8251.142650000653,8833.703109999993,8810.470919999998,11929.912630000134,10233.68936,9596.160000000007,10104.040460000324,5685.569330000029,7011.731039999976
