,KeltnerChannels,MACrossover,CNN,BarMovement,RSI,Supertrend,Choc,EEE,Random001,UCB,EXP3,SqueezePro,Random2,KNN,AlegAATr,Random01,MACD,Stochastic,Random05,BeepBoop,Ensemble,BollingerBands,MACDStochastic,Lstm,PSAR,MACDKeyLevel,MLP,LstmMixture,RandomForest,Random
0,10642.605360000001,9411.922,8300.494040000283,9809.686130000286,9205.10456,10047.37493000009,10000.0,9725.513240000007,9926.2802,9914.546800000015,7592.467410000063,9346.705200000004,9969.092120000043,6960.729420000044,9914.546800000015,9245.482780000008,9765.66742,9519.705010000003,8294.80386000002,11153.714520000025,9737.708129999997,7994.490820000042,10394.66272,8723.687900000006,10116.544339999999,9482.059039999998,9059.08143999999,10000.0,10000.0,7821.832779999986
