,KNN,Random2,SqueezePro,EXP3,Random001,UCB,Supertrend,Choc,EEE,BarMovement,RSI,CNN,MACrossover,KeltnerChannels,Random,Transformer,RandomForest,LstmMixture,MLP,MACDKeyLevel,PSAR,Lstm,BollingerBands,MACDStochastic,BeepBoop,Ensemble,Random05,Stochastic,MACD,Random01,AlegAATr
0,10994.206729999984,6125.873220000091,9769.110760000012,8943.933674285756,10718.249859999978,10850.293841428575,6976.067570000482,9203.470660000115,9043.147370000168,10930.292100000059,10000.0,10000.0,10000.0,9093.06558642856,4874.411500000275,3585.5657600001064,10000.0,4429.815380000109,8982.116417142855,9965.44754000005,4979.803110000844,9561.973880000003,10000.0,9874.287552857148,7568.147760000147,9658.686850000002,6868.821460000092,10979.49246000001,7060.056600000118,8798.658639999981,10000.0
