,Random,LstmMixture,RandomForest,MLP,PSAR,MACDKeyLevel,BollingerBands,MACDStochastic,Lstm,BeepBoop,Ensemble,Stochastic,Random05,MACD,Random01,AlegAATr,Random2,KNN,SqueezePro,EXP3,Random001,UCB,Supertrend,Choc,EEE,BarMovement,RSI,CNN,KeltnerChannels,MACrossover
0,6499.998760000002,9773.2846,8610.711519999999,8282.627650000031,10613.289540000025,8185.23154,11204.308939999999,8394.21418,9329.4198,6435.344319999981,11803.645760000049,6149.563979999998,7814.322700000018,9949.148640000001,10195.113900000013,10000.0,5312.927580000012,9504.210330000009,10000.0,9305.375379999958,9853.464479999999,10144.471360000001,7782.654280000085,10568.903159999993,8769.985559999968,9401.602699999998,10000.0,10000.0,11106.239560000002,10316.2124
