,MLP,RandomForest,LstmMixture,Random,AlegAATr,Random01,MACD,Random05,Stochastic,BeepBoop,Ensemble,Lstm,MACDStochastic,BollingerBands,MACDKeyLevel,PSAR,RSI,BarMovement,Choc,Supertrend,EEE,UCB,Random001,EXP3,SqueezePro,KNN,Random2,MACrossover,KeltnerChannels,CNN
0,9538.78390285715,10000.0,9582.59283,10286.26396000009,8811.830090000003,9682.419719999987,10131.488279999998,13064.046440000104,8316.652039999999,8095.099379999997,9657.004489999992,10000.0,10000.0,9977.171699999995,7420.062440000003,10000.0,10000.0,9665.310580000036,9167.864399999999,9754.777830000032,9642.050120000013,8796.786130000002,10000.0,9458.214810000032,9233.433200000027,9970.674880000246,5781.202979999977,10239.817320000016,9193.290520000002,10000.0
