,MLP,LstmMixture,RandomForest,Random,Transformer,MACD,Stochastic,Random05,AlegAATr,Random01,PSAR,MACDKeyLevel,BeepBoop,Ensemble,MACDStochastic,BollingerBands,Lstm,UCB,Random001,RSI,BarMovement,Choc,Supertrend,EEE,Random2,KNN,EXP3,SqueezePro,KeltnerChannels,MACrossover,CNN
0,10000.0,10000.0,10000.0,4554.5941800000055,10986.305319999996,9166.71895000002,9229.835860000003,9168.551619999998,9087.143309999989,11594.805120000003,6663.559160000001,10153.492480000017,7648.561879999666,8871.93973900001,9105.576000000017,7591.596850000011,10000.0,9085.87770999999,10147.1911,10043.960949999991,8613.331859999891,10231.070849999998,9061.300839999989,8899.912629999973,6210.257780000006,9763.432480000012,9793.734229999996,10000.0,7935.851030000111,9791.0108,10000.0
