,Supertrend,LstmMixture,Random2,MACrossover,Random,AlegAATr,Random05,BarMovement,BollingerBands,PSAR,RSI,MACDStochastic,Transformer,BeepBoop,MLP,Stochastic,RandomForest,EXP3,MACD,Lstm,SqueezePro,UCB,Choc,Ensemble,KeltnerChannels,Random01,MACDKeyLevel,Random001,KNN,CNN,EEE
0,14578.600239999998,3609.2583100000274,5692.625439999892,9718.395820000085,1801.5493399999368,10000.0,3580.922019999982,3090.7660199989614,11335.331639999999,10604.607360000025,14097.477790000043,9194.478360000205,10000.0,9282.142420000002,7721.468149999992,9341.724789999993,12242.30793000002,10000.0,9235.707199999997,10946.317937142829,9720.497999999996,10205.397200000045,10049.59143000006,11618.507300000121,10017.42711,10369.551259999942,8539.486959999962,9265.540360000005,10000.0,1031.1513999997965,6300.013709999862
