,SqueezePro,BollingerBands,KeltnerChannels,MLP,RandomForest,RSI,BarMovement,MACDStochastic,Ensemble,MACDKeyLevel,BeepBoop,CNN,PSAR,Lstm,Stochastic,Choc,MACD,KNN,MACrossover,Supertrend,AlegAATr
0,10112.613929999921,16195.791520000033,9374.321190000035,2480.608439999935,2361.260149996866,9107.833399999963,15669.78804000002,7327.343019999119,5631.320626666152,7462.098799999863,6849.166159999878,5652.275160000017,4269.794759998388,11317.306439999998,7281.577639999997,8380.13375,12241.908429998624,9316.83512999989,11251.57540000008,8079.906100000003,17873.98556999938
