,Stochastic,Random05,MACD,Random01,AlegAATr,PSAR,MACDKeyLevel,BollingerBands,MACDStochastic,Lstm,BeepBoop,Ensemble,LstmMixture,RandomForest,MLP,Random,Transformer,KeltnerChannels,MACrossover,CNN,UCB,Random001,Choc,Supertrend,EEE,BarMovement,RSI,Random2,KNN,SqueezePro,EXP3
0,10000.0,7923.435399999993,10845.758160000025,11219.94100000002,11093.094149999992,7377.233099999999,10885.296299999969,8268.549619999993,10601.174980000027,14538.743240000002,4133.318469999007,9236.792210000134,10000.0,9077.102999999996,8483.736540000013,4690.848539999977,10000.0,9365.466859999928,10914.550920000003,10186.909267142868,11027.132149999974,10867.883219999994,8886.11302000001,8796.63952,6135.246049999963,8421.972620000119,8040.922679999915,7167.117399999997,10000.0,9403.187240000001,9742.864709999976
