,MACDKeyLevel,BeepBoop,CNN,BarMovement,MACDStochastic,Ensemble,RandomForest,MLP,BollingerBands,KeltnerChannels,SqueezePro,AlegAATr,Supertrend,MACrossover,KNN,MACD,Stochastic,Choc,PSAR,Lstm
0,9518.360590000033,10556.966830000007,10452.314860000004,10629.449280000004,9687.43638000001,11506.009990000006,10495.329909999999,10000.0,8013.1111800000035,9770.087380000012,10000.0,9412.74880000008,10221.976399999983,10099.146160000013,10885.69948000002,9312.305680000007,11744.72424,9496.891599999999,7403.221590000283,9202.289200000003
