,KeltnerChannels,MACrossover,CNN,Choc,Supertrend,EEE,BarMovement,RSI,UCB,Random001,SqueezePro,EXP3,Random2,KNN,Random01,AlegAATr,Stochastic,Random05,MACD,BollingerBands,MACDStochastic,Lstm,BeepBoop,Ensemble,PSAR,MACDKeyLevel,LstmMixture,RandomForest,MLP,Transformer,Random
0,11650.392120000002,10406.585199999965,10000.0,10130.37235,8693.14409999999,11895.916669999693,8273.501039999317,11134.11316000005,9335.526819999963,9919.821580000014,10000.0,9807.674939999957,6340.940440000109,5532.987429997269,9275.36412,10000.0,8061.733169999716,6342.589679999946,10426.351409999997,11028.198049999994,7074.758100000012,5544.364920000007,5297.38967999991,7228.828910000064,12345.680730000015,9478.451999999956,9485.696930000004,9694.9313,4416.465140000092,7301.246840000012,5932.197039999886
