,Transformer,MACDStochastic,PSAR,RSI,MLP,BeepBoop,MACrossover,AlegAATr,Supertrend,LstmMixture,BarMovement,BollingerBands,KNN,MACDKeyLevel,EEE,CNN,EXP3,RandomForest,Stochastic,MACD,KeltnerChannels,UCB,Lstm,SqueezePro,Ensemble,Choc
0,10000.0,9765.068887142883,8071.276980000005,10000.0,9414.73914000018,8696.575069999999,10622.182390000027,10604.412279999993,9503.92117000001,7857.516960000015,8725.910360000036,8745.641120000026,10558.59433,9724.855760000008,8496.213860000007,9880.302520000007,7054.780880000011,4989.139140000179,9380.713179999992,7482.056600000002,8520.584260000463,10658.36215999999,10558.013200000003,9080.05590000001,8486.852581428684,11001.346999999976
