,Random01,AlegAATr,Stochastic,Random05,MACD,MACDStochastic,BollingerBands,Lstm,BeepBoop,Ensemble,PSAR,MACDKeyLevel,LstmMixture,RandomForest,MLP,Transformer,Random,KeltnerChannels,MACrossover,CNN,Choc,Supertrend,EEE,RSI,BarMovement,UCB,Random001,SqueezePro,EXP3,Random2,KNN
0,9637.370180000013,9485.612239999993,8746.22023000023,5216.5947200000355,9536.692,9753.131560000003,9252.26599999999,3682.7186000000843,11128.734430000004,8508.7897561905,6796.940570000165,8807.175130000058,9428.40007000005,10263.803794285715,9861.751359999993,7831.591860000026,2398.380800000124,9145.65324000011,10238.579920000011,596.7622600000707,10491.529119999988,7944.948680000047,10403.418249999999,9516.61248,6611.434140000091,9487.165539999993,9340.411900000003,9823.643219999994,8940.52943,5025.570800000107,10000.0
