,MACD,EXP3,RandomForest,Stochastic,Ensemble,Choc,UCB,Lstm,SqueezePro,KeltnerChannels,Random001,MACDKeyLevel,Random01,KNN,EEE,CNN,LstmMixture,Random2,Supertrend,Random05,AlegAATr,Random,MACrossover,BollingerBands,BarMovement,RSI,PSAR,Transformer,MACDStochastic,BeepBoop,MLP
0,12474.645680000038,10887.572209999962,11527.295240000003,13943.32045285717,10749.818679500017,8949.752140000057,8900.362635714306,11243.822740000018,8694.19441071435,10129.463900000086,8913.295499999998,9815.096100000008,7307.481060000023,13121.527269999991,14388.505691428589,7724.175460000084,7764.486674285693,5843.408700000036,10644.475680000016,5435.112260000112,9031.517510714302,8415.285959999981,8543.632060000024,9755.610359999999,4152.050260000043,10000.0,10691.37123000006,9715.57152,10648.042269999994,13976.178200000037,10824.170087857174
