,PSAR,MACDKeyLevel,MACDStochastic,BollingerBands,Lstm,BeepBoop,Ensemble,Stochastic,Random05,MACD,Random01,AlegAATr,Random,Transformer,LstmMixture,RandomForest,MLP,CNN,KeltnerChannels,MACrossover,Random2,KNN,SqueezePro,EXP3,UCB,Random001,Choc,Supertrend,EEE,RSI,BarMovement
0,5623.834880000059,9831.608419999997,9571.39238,10616.644300000009,10248.246949999988,11139.886980000003,6482.146860000057,7173.160400000026,9585.820820000146,9918.727129999994,9749.133700000046,9893.170620000003,8573.891000000067,10000.0,10312.698560000095,9640.133321428568,9565.556630000843,9794.01853,7884.9349800000045,10477.813119999992,8559.789040000103,10543.257311428595,10276.92578,9814.455554285712,9888.737260000002,10064.829460000024,10628.93157000001,7598.208480000225,10048.997130000007,9985.8021,10052.828628571413
