,CNN,KeltnerChannels,MACrossover,Random2,KNN,EXP3,SqueezePro,Random001,UCB,BarMovement,RSI,Supertrend,Choc,EEE,PSAR,MACDKeyLevel,BeepBoop,Ensemble,BollingerBands,MACDStochastic,Lstm,MACD,Stochastic,Random05,AlegAATr,Random01,Random,Transformer,MLP,LstmMixture,RandomForest
0,7205.238199999989,10000.0,7952.418579999991,8023.247080000001,6705.437160000002,10000.0,9408.400080714324,10252.205159999996,8768.297560000026,10168.15239999991,10000.0,5097.063420000001,9524.403749999994,11537.44229999998,10789.294180000072,11018.836780000007,9731.284,11302.255423571445,9977.269120000019,11959.818720000058,10000.0,9018.172740000038,9133.781040000042,11262.565480000001,9006.299180000022,9613.40787999998,6427.3324200000225,9342.957359999958,8536.312990000004,10000.0,11849.978080000003
