,UCB,Random001,Choc,Supertrend,EEE,RSI,BarMovement,KNN,Random2,SqueezePro,EXP3,MACrossover,KeltnerChannels,CNN,RandomForest,LstmMixture,MLP,Random,Transformer,Random05,Stochastic,MACD,Random01,AlegAATr,MACDKeyLevel,PSAR,Lstm,MACDStochastic,BollingerBands,BeepBoop,Ensemble
0,10193.701920000001,10352.076199999983,10237.90732,9254.96088,6851.429690000007,10000.0,10335.004520000002,10931.549300000064,7240.119539999895,8425.20263999999,7406.772460000002,7053.739159999987,5947.60542000004,7434.291799999997,8326.663819999996,5776.208039999996,9816.25612428575,6952.651739999993,9755.614771428582,5715.685200000066,8196.44161999997,10654.665879999991,7930.570700000012,10189.9372,10085.682020000007,9518.484,7586.462519999998,10052.630920000029,8965.518160000005,6871.409439999997,10242.023900000004
