,Transformer,Random,LstmMixture,RandomForest,MLP,MACDStochastic,BollingerBands,Lstm,BeepBoop,Ensemble,PSAR,MACDKeyLevel,Random01,AlegAATr,Stochastic,Random05,MACD,SqueezePro,EXP3,Random2,KNN,Supertrend,Choc,EEE,RSI,BarMovement,Random001,UCB,CNN,KeltnerChannels,MACrossover
0,10205.53155,6425.8772800000825,10299.967788571439,6285.770099999999,9912.295605714291,10480.33472,4068.787540000172,1116.8345600005146,8409.662780000004,6628.583740000001,5242.963070000236,11772.665430000003,7446.852920000017,10000.0,9863.129080000004,10554.854840000049,8359.634780000011,8314.028540000003,10000.0,4557.5575600001075,10000.0,8234.989900000088,9712.93396,7760.6052199999895,10000.0,4732.655200000113,9593.08141999999,8341.899940000007,10000.0,9946.572610000007,8325.83960000001
