,KNN,MACD,Choc,Stochastic,PSAR,Lstm,AlegAATr,Supertrend,MACrossover,MLP,BollingerBands,KeltnerChannels,SqueezePro,CNN,BeepBoop,MACDKeyLevel,MACDStochastic,Ensemble,BarMovement,RSI,RandomForest
0,10000.0,9038.651970000152,7994.764740000012,9990.351370000066,11599.477220000002,9949.88502,10000.0,8776.932700000012,9403.38546,14661.006580000045,11331.405340000001,7752.017730000217,6848.58354000009,9813.185230000003,8626.688660000007,9853.274140000032,9456.588980000035,6753.194520000031,12500.850159999985,10000.0,12198.355499999992
