,UCB,Random001,BarMovement,RSI,Choc,Supertrend,EEE,Random2,KNN,EXP3,SqueezePro,KeltnerChannels,MACrossover,CNN,MLP,LstmMixture,RandomForest,Random,MACD,Stochastic,Random05,AlegAATr,Random01,PSAR,MACDKeyLevel,BeepBoop,Ensemble,BollingerBands,MACDStochastic,Lstm
0,9944.907390000018,10268.439599999994,11249.064259999985,9449.55423,9750.822220000027,11288.301320000139,7664.540450000016,5229.077739999954,10000.0,8991.925950000075,10000.0,10129.229999999998,9155.775660000018,10000.0,4767.100790001642,8643.201880000006,6032.089010000362,6285.360580000075,9725.53672,9968.69827000002,7605.311120000003,9973.412110000016,8791.117040000014,10239.66755999999,8753.581730000002,7932.974360000416,10189.818170000028,10632.043800000009,9993.75428000002,10000.0
