,CNN,MACrossover,KeltnerChannels,KNN,Random2,SqueezePro,EXP3,Random001,UCB,Supertrend,Choc,EEE,RSI,BarMovement,MACDKeyLevel,PSAR,Lstm,MACDStochastic,BollingerBands,BeepBoop,Ensemble,Random05,Stochastic,MACD,Random01,AlegAATr,Random,RandomForest,LstmMixture,MLP
0,10790.231269999978,9813.840400000005,9992.541350000001,9528.339526428614,11802.471320000026,10248.17499999999,8810.119239999993,10000.0,9914.87913142856,8094.287519999999,10000.0,10000.0,10567.431960000027,10135.778518571416,8916.859190000088,10000.0,8416.61050000005,10010.055350000102,8927.227599999998,7357.194420000003,10000.0,11407.49633999999,11193.67732000001,9816.457140000002,9374.250500000011,10000.0,5696.151240000045,10000.0,10728.784389999984,11852.408080000014
