,CNN,KeltnerChannels,MACrossover,EXP3,SqueezePro,Random2,KNN,RSI,BarMovement,Supertrend,Choc,EEE,Random001,UCB,BeepBoop,Ensemble,MACDStochastic,BollingerBands,Lstm,PSAR,MACDKeyLevel,AlegAATr,Random01,MACD,Stochastic,Random05,Random,MLP,LstmMixture,RandomForest
0,6573.363880000048,10142.178699999999,10155.755099999998,10339.754199999992,9774.784,8144.315580000005,9319.446929999995,10291.71498,7836.732959999987,9252.19071,10086.449919999995,8526.0992,10020.382999999998,9868.344759999994,9674.703349999998,8445.606220000029,10000.0,8290.710140000016,8082.300450000003,10000.0,9219.843379999998,9870.360439999993,8433.341379999994,10000.0,9174.37803999979,10709.797639999966,9589.184759999971,8566.934220000056,10252.894650000007,9286.21598
