,BollingerBands,MACDStochastic,Lstm,BeepBoop,Ensemble,PSAR,MACDKeyLevel,Random01,AlegAATr,Stochastic,Random05,MACD,Transformer,Random,LstmMixture,RandomForest,MLP,CNN,KeltnerChannels,MACrossover,SqueezePro,EXP3,Random2,KNN,Supertrend,Choc,EEE,BarMovement,RSI,Random001,UCB
0,9393.45080000006,9925.125285714279,10000.0,10376.901010000021,9874.515740000003,6825.733069999993,8919.90593999999,9696.292219999988,10414.152303571429,8803.865700000008,9901.928179999948,8885.78116000001,10000.0,5208.147960000106,10000.0,9520.571560000008,6648.287080000003,4077.9541399999534,8760.067880000051,9568.900419999998,10196.6577,8974.573290000013,6392.484459999985,8575.50673428573,8240.889299999997,9609.066879999982,9406.227600000018,4019.681539999991,10000.0,9496.143199999993,10400.937012857143
