,BarMovement,BollingerBands,MACrossover,AlegAATr,Supertrend,LstmMixture,MLP,BeepBoop,MACDStochastic,Transformer,PSAR,RSI,KeltnerChannels,UCB,SqueezePro,Lstm,Ensemble,Choc,RandomForest,Stochastic,EXP3,MACD,CNN,EEE,KNN,MACDKeyLevel
0,12530.301079999997,8997.533920000003,12875.982980000006,10000.0,12315.887174000021,10000.0,9222.27,8585.485320000029,4893.79842000007,10929.770600000014,10000.0,10000.0,4412.445660000006,10708.719040000022,9192.042440000001,9222.27,6447.611160000013,10000.0,9713.366,10840.915160000011,10000.0,10000.0,12202.903320000001,12149.172926000003,10000.0,9820.433235714285
