,Transformer,MLP,RandomForest,LstmMixture,MACDKeyLevel,PSAR,BeepBoop,Ensemble,Lstm,MACDStochastic,BollingerBands,MACD,Stochastic,AlegAATr,KNN,EXP3,SqueezePro,UCB,RSI,BarMovement,Supertrend,Choc,EEE,CNN,MACrossover,KeltnerChannels
0,10008.756470000015,7944.319779999999,10000.0,9259.559200000003,9315.244210000003,7835.720730000005,10676.388200000001,10241.811489999967,8948.96419,9429.611579999999,8558.56543999995,9250.940120000021,10000.0,12070.262870000022,6345.368629999997,13234.545560000008,10851.433839999998,12089.131220000023,8114.415480000049,11071.8,11252.068490000005,10645.62828,11084.6902,7719.133340000004,9128.460499999997,9615.242230000094
