,RSI,BarMovement,Choc,Supertrend,EEE,UCB,Random001,EXP3,SqueezePro,Random2,KNN,KeltnerChannels,MACrossover,CNN,MLP,LstmMixture,RandomForest,Random,AlegAATr,Random01,MACD,Stochastic,Random05,BeepBoop,Ensemble,MACDStochastic,BollingerBands,Lstm,PSAR,MACDKeyLevel
0,10000.0,10538.016020000003,9057.343839999972,10833.300010000714,9779.95904,9714.067319999995,10165.062340000008,10653.359010000817,9610.40175999999,1756.3280600000207,12316.506160000004,9063.947760000006,8407.65999999999,17443.819959999673,10799.263129999994,3445.6706000000163,6988.697260000036,4679.743339999995,9719.149269999994,9045.482160000016,8621.140179999999,4928.556760000518,7855.833359999944,4846.501670000026,6422.368550000052,8254.176220000023,7893.01323999999,10132.0377,10000.0,10000.0
