,MLP,RandomForest,LstmMixture,Random,MACD,Random05,Stochastic,AlegAATr,Random01,MACDKeyLevel,PSAR,BeepBoop,Ensemble,Lstm,BollingerBands,MACDStochastic,Random001,UCB,BarMovement,RSI,Supertrend,Choc,EEE,KNN,Random2,EXP3,SqueezePro,MACrossover,KeltnerChannels,CNN
0,8276.239800000005,10000.0,10355.6843328572,7287.7939600000145,9645.139420000205,7831.387939999963,11173.19056000084,9737.705590000038,10280.13402,9853.742040000005,10000.0,7512.8201900003805,10538.46374428575,10000.0,11881.180709999884,9682.295259999994,8229.568979999985,9253.218160000028,8353.073940000007,9304.819240000008,8827.313239999998,10011.877799999982,8493.666020000033,10000.0,7471.619899999989,9783.671330000057,9554.71586,8941.077580000103,11083.829869999996,10000.0
