,SqueezePro,EXP3,KNN,Random2,Supertrend,Choc,EEE,RSI,BarMovement,Random001,UCB,CNN,MACrossover,KeltnerChannels,Random,RandomForest,LstmMixture,MLP,Lstm,MACDStochastic,BollingerBands,BeepBoop,Ensemble,MACDKeyLevel,PSAR,Random01,AlegAATr,Random05,Stochastic,MACD
0,10000.0,10068.623559999989,10000.0,5266.440000000032,9730.256230000003,9778.525000000001,9511.345959999995,10000.0,8846.996140000001,10106.00044,10301.604299999994,6178.153640000114,9629.425830000007,10186.562439999989,7736.453379999999,8474.916960000002,10000.0,9744.98729,10113.2221,10367.50492,7850.163939999989,7124.879409999913,7891.930570666674,10538.05022000001,9451.029339999997,10695.286080000007,10304.431339999994,7714.480160000001,10017.701100000153,9410.675980000022
