,MACDKeyLevel,PSAR,BeepBoop,Ensemble,Lstm,BollingerBands,MACDStochastic,MACD,Random05,Stochastic,AlegAATr,Random01,Random,Transformer,MLP,RandomForest,LstmMixture,CNN,MACrossover,KeltnerChannels,KNN,Random2,EXP3,SqueezePro,Random001,UCB,BarMovement,RSI,Supertrend,Choc,EEE
0,9982.032580000072,8771.531020000046,6825.8620700017655,11284.488199999925,10000.0,8831.650760000006,10000.0,8956.254409999996,8670.953059999989,10248.665780000005,9408.07128,7686.2138200000045,9515.621700000003,15316.902240000023,8460.271190714295,11507.026411428576,10000.0,10000.0,9448.512339999974,11601.280519999946,7833.690750000015,7561.265260000021,8563.558630000518,10501.075959999995,9935.445399999995,9409.39042,13179.119320000007,11123.729640000005,8825.256880000019,9896.060989999998,14387.50906
