,EXP3,SqueezePro,Random2,KNN,BarMovement,RSI,Choc,Supertrend,EEE,UCB,Random001,CNN,KeltnerChannels,MACrossover,Random,MLP,LstmMixture,RandomForest,BeepBoop,Ensemble,BollingerBands,MACDStochastic,Lstm,PSAR,MACDKeyLevel,AlegAATr,Random01,MACD,Stochastic,Random05
0,9567.427140000078,9817.212854285708,5687.2559999999985,10000.0,10021.153000000297,9998.40729,11560.178060000018,7209.115160000052,6675.954250000031,9196.442360000001,9365.935459999992,7431.3518900002,4298.840440000023,10395.854439999997,5225.955120000017,8718.26458714287,10419.788589999998,9533.497539999986,9425.897439999992,14838.25343000003,6405.937159999966,10000.0,10000.0,9754.478410000007,8998.709480000169,9191.591940000002,10393.08978000005,10000.0,9802.218620000454,8440.574540000005
