,MACrossover,KeltnerChannels,CNN,Choc,Supertrend,EEE,RSI,BarMovement,UCB,SqueezePro,EXP3,KNN,AlegAATr,Stochastic,MACD,Lstm,MACDStochastic,BollingerBands,BeepBoop,Ensemble,MACDKeyLevel,PSAR,RandomForest,LstmMixture,MLP,Transformer
0,9723.19163000007,9669.307540000034,10000.0,9649.23155999998,7673.208219999999,10251.111680000015,8917.996700000003,8750.126990000017,10449.61142285715,9561.125839999992,9458.032190000002,10627.808079285685,10000.0,10606.864819999995,9775.359920000035,7951.189680000001,10214.405318571427,11220.717390000036,6693.254260000021,8973.59207000007,10535.950499999997,7516.366699999971,6479.6776900000805,9269.939040000001,9002.496490000012,10000.0
