,MACDKeyLevel,PSAR,BeepBoop,Ensemble,Lstm,BollingerBands,MACDStochastic,MACD,Random05,Stochastic,AlegAATr,Random01,Random,Transformer,MLP,RandomForest,LstmMixture,CNN,MACrossover,KeltnerChannels,KNN,Random2,EXP3,SqueezePro,UCB,Random001,BarMovement,RSI,Choc,Supertrend,EEE
0,9273.929239999981,10501.873539999997,11290.528260000026,8794.609634285913,9130.830919999991,8271.328699999998,9156.388019999997,12063.240519999998,9969.677260000037,9123.171230000013,9527.60528,8552.436839999993,13049.026220000032,9006.515400000024,10187.709759999983,11083.754319999842,10000.0,7778.613960000021,9944.964819999997,10000.0,9571.380720000036,8648.846479999947,14286.10388000002,10000.0,9525.668529999999,10099.998400000002,10275.226980000018,10000.0,10332.590499999986,8082.505200000028,9643.891329999975
