,BarMovement,BollingerBands,Supertrend,LstmMixture,MACrossover,AlegAATr,BeepBoop,MLP,PSAR,RSI,MACDStochastic,Transformer,SqueezePro,Lstm,UCB,Choc,Ensemble,KeltnerChannels,Stochastic,RandomForest,EXP3,MACD,CNN,EEE,MACDKeyLevel,KNN
0,7464.950560000097,7508.621069999479,9463.71034,9774.350766428592,11381.855859999992,12882.982297142822,10115.317345714257,8377.87350000001,9467.103450000031,10000.0,10446.757959999992,10000.0,10156.833679999996,9953.536879999983,13697.65894999998,11889.166579999983,9225.288109999996,9160.72458,8364.464060000028,8592.589259999995,9992.05569571422,10000.0,10000.0,9588.8239585714,8217.727768571389,9638.40552
