,KeltnerChannels,MACrossover,CNN,BarMovement,RSI,Choc,Supertrend,EEE,UCB,Random001,EXP3,SqueezePro,Random2,KNN,AlegAATr,Random01,MACD,Stochastic,Random05,BeepBoop,Ensemble,BollingerBands,MACDStochastic,Lstm,PSAR,MACDKeyLevel,MLP,LstmMixture,RandomForest,Random
0,8952.140800000014,8440.136659999964,9759.681767142853,3452.9358999999968,9956.533639999998,10928.062,9644.38676,10054.80218,10171.875400000008,10323.06916,8025.434860000012,10000.0,8289.429359999986,11520.098040000003,10198.845000000007,8885.446820000001,9563.149899999995,9811.683910000005,9352.482820000001,11597.156579999992,8220.81182000002,9032.94942,9165.716399999941,9000.86292,7615.9005699999825,10000.0,9766.025919999995,10000.0,9620.290570000003,7561.028279999978
