,RSI,PSAR,MACDStochastic,BeepBoop,MLP,LstmMixture,Random2,Supertrend,Random05,AlegAATr,MACrossover,Random,BollingerBands,BarMovement,Random001,MACDKeyLevel,Random01,KNN,EEE,CNN,MACD,EXP3,Stochastic,RandomForest,Choc,Ensemble,Lstm,SqueezePro,UCB,KeltnerChannels
0,10000.0,7261.781650000018,8938.498120000071,9351.484605000005,10009.72484,8287.231649999998,6007.703679999975,10267.202200000002,11564.837459999973,8551.685240000003,9979.39034,9599.90884000008,7142.756350000318,8197.77748,9267.360380000002,9743.30824,6745.851940000041,9010.75510000001,8726.591990000032,9545.547040000003,7911.372879999975,9256.84159000002,10196.951830000055,10000.0,9916.914820000002,9741.59036333342,7840.345620000022,10592.578009999988,8055.348155000017,9673.225610000001
