,MACD,Random05,Stochastic,AlegAATr,Random01,MACDKeyLevel,PSAR,BeepBoop,Ensemble,Lstm,MACDStochastic,BollingerBands,MLP,RandomForest,LstmMixture,Random,Transformer,MACrossover,KeltnerChannels,CNN,Random001,UCB,RSI,BarMovement,Supertrend,Choc,EEE,KNN,Random2,EXP3,SqueezePro
0,10401.002140000042,9874.877899999974,10684.294040000002,9303.236460000016,9454.190799999975,9721.880060000001,8262.11904,7780.790210000395,9650.731500000004,10000.0,10178.426419999998,8121.543819999997,9952.1846,9754.832094285717,10360.493230000002,6726.454960000006,8439.76472,10000.0,8212.394340000365,9142.11112000038,9974.998999999996,9304.756840000018,9751.089990000024,9172.507560000055,9077.272560000034,9201.122340000004,8044.582020000178,10000.0,9588.32437999999,11239.510120000054,9411.922
