,Random001,MACDKeyLevel,Random01,KNN,EEE,CNN,MACD,EXP3,RandomForest,Stochastic,Ensemble,Choc,UCB,SqueezePro,Lstm,KeltnerChannels,RSI,PSAR,MACDStochastic,BeepBoop,MLP,Random2,LstmMixture,Supertrend,Random05,AlegAATr,Random,MACrossover,BollingerBands,BarMovement
0,10457.40482000002,9547.726660000006,8369.477579999988,6911.852019999966,9592.98369,8957.428077142742,15193.621309999942,7464.039794285711,9053.347640000007,9020.543770000006,8134.363422857152,9650.047700000065,9670.41648,9937.115730000021,7539.378560000434,7609.621779999996,10000.0,10000.0,9105.841740000053,10020.951714285704,10000.0,8329.205020000041,10000.0,10157.447690000236,7969.128140000066,9638.0181,7473.549320000023,9425.18364000004,9489.531900000078,9492.125679999997
