,MLP,LstmMixture,RandomForest,Transformer,Random,AlegAATr,Random01,MACD,Stochastic,Random05,BeepBoop,Ensemble,BollingerBands,MACDStochastic,Lstm,PSAR,MACDKeyLevel,BarMovement,RSI,Choc,Supertrend,EEE,UCB,Random001,EXP3,SqueezePro,Random2,KNN,KeltnerChannels,MACrossover,CNN
0,10000.0,10204.1752,10000.0,9800.649014285718,6551.796700000085,10000.0,6982.304800000016,9309.204570000004,9635.959,7662.113340000146,6441.197339999997,10269.750160000005,7400.804920000017,9788.275370000043,9782.354294285718,9654.02240999999,8139.874539999997,10000.0,10000.0,8917.317759999998,9859.240420000066,10000.0,10000.0,10339.888619999985,10099.643830000003,9165.729470000017,6078.758660000105,8203.349500000002,10000.0,11089.517800000032,10000.0
