,KeltnerChannels,SqueezePro,Lstm,UCB,Choc,Ensemble,EXP3,Stochastic,RandomForest,MACD,EEE,CNN,KNN,Random01,Random001,MACDKeyLevel,BarMovement,BollingerBands,MACrossover,Random,Random05,AlegAATr,Supertrend,Random2,LstmMixture,MLP,BeepBoop,Transformer,MACDStochastic,PSAR,RSI
0,11902.22666000018,10553.16608,9033.476579999991,10532.017940000005,9564.797092857134,9276.755949999992,9281.41496000002,10451.734990000004,10000.0,10648.81412000003,8127.763810000021,10000.0,11035.943350000003,8447.027839999986,11843.526280000005,10386.313830000006,7558.103919999998,12447.97428,8411.113360000007,7907.026440000029,7368.025820000004,10000.0,5912.677719999999,7384.926500000014,9452.614640000016,10517.961740000006,4895.050499999989,10000.0,9614.222539999993,10000.0,9958.48204
