,CNN,MACrossover,KeltnerChannels,SqueezePro,EXP3,KNN,Choc,Supertrend,EEE,BarMovement,RSI,UCB,Lstm,BollingerBands,MACDStochastic,BeepBoop,Ensemble,MACDKeyLevel,PSAR,AlegAATr,Stochastic,MACD,Transformer,RandomForest,LstmMixture,MLP
0,9396.153459999994,10600.885520000009,9060.744615714262,10246.507550000006,9663.459019999998,7973.579050000032,10250.605880000006,7170.677170000222,9659.061290000063,8948.999310000383,9828.66838000001,11048.62743285718,10000.0,8806.675310000308,10804.130439999999,4678.830200000125,8865.241759999972,10535.314229999998,9698.59811,11034.172547142893,10964.796999999997,8672.293479999966,10000.0,10000.0,9267.342750000005,8522.782580000006
