,CNN,KeltnerChannels,MACrossover,SqueezePro,EXP3,Random2,KNN,Choc,Supertrend,EEE,RSI,BarMovement,UCB,Random001,MACDStochastic,BollingerBands,Lstm,BeepBoop,Ensemble,PSAR,MACDKeyLevel,Random01,AlegAATr,Stochastic,Random05,MACD,Random,LstmMixture,RandomForest,MLP
0,10000.0,11460.775260000039,8995.771259999998,10000.0,9339.303639999993,11937.566679999967,11753.926600000003,9783.351490000001,9682.674840000016,11171.736580000023,10267.614620000002,9679.895040000007,9808.028660000002,10381.608880000007,10089.879999999997,7285.779919999981,3719.853860000122,9797.998910000058,11180.895279999977,8756.28740000003,10000.0,10676.934600000006,10000.0,9599.29999999999,10920.55604000004,9577.8698,12630.046300000115,10000.0,10490.18498,6227.895600000678
