,CNN,Choc,AlegAATr,KeltnerChannels,MACD,PSAR,MLP,MACDStochastic,SqueezePro,RandomForest,RSI,Lstm,BarMovement,Stochastic,Supertrend,BollingerBands,MACDKeyLevel,Ensemble,KNN,BeepBoop,MACrossover
0,7204.936440000098,8085.341679999986,11297.518011428587,10328.092580000059,8037.330900000121,7598.730410000282,12063.217180000032,11052.773339285688,9720.850760000003,10000.0,9538.3804,9013.33904000018,10057.998780000127,9901.791198571571,7265.2280900000105,11642.360200000518,9716.797990000052,12403.439280000039,11070.049060000016,10679.293740000017,10821.414080000011
