,LstmMixture,RandomForest,MLP,Random,Transformer,Stochastic,Random05,MACD,Random01,AlegAATr,PSAR,MACDKeyLevel,MACDStochastic,BollingerBands,Lstm,BeepBoop,Ensemble,Random001,UCB,Supertrend,Choc,EEE,RSI,BarMovement,Random2,KNN,SqueezePro,EXP3,KeltnerChannels,MACrossover,CNN
0,8572.394378571464,8310.231230000543,6589.85525999999,6389.782620000034,5361.101180000031,10542.239119999998,8126.6675000000205,9468.803940000027,10728.830960000016,11785.91908000001,9763.365550000213,9764.938560000008,10567.248720000003,9637.992940000007,10000.0,13155.054319999941,10763.497719999998,10276.13352000001,10000.0,8464.06152000002,9500.394999999988,9907.254080000017,10000.0,9131.056260000005,5914.5106800000585,11887.910519999996,10000.0,10183.150990000067,8817.47542000001,10388.0,10976.000000000005
