,CNN,EEE,MACDKeyLevel,Random001,Random01,KNN,Ensemble,Choc,UCB,SqueezePro,Lstm,KeltnerChannels,MACD,RandomForest,Stochastic,EXP3,BeepBoop,MLP,RSI,PSAR,MACDStochastic,Transformer,BollingerBands,BarMovement,Random2,LstmMixture,Supertrend,AlegAATr,Random05,Random,MACrossover
0,10000.0,14609.12137000005,8825.70215000001,9368.967820000002,6487.24040000002,10703.274190000018,11528.116980000046,7416.876919999998,9812.689490000004,10000.0,10756.109040000001,8779.720399999997,10000.0,7621.017679999997,9172.56098,10000.0,12122.219440000048,9679.516341428562,10000.0,6679.718440000012,10000.0,8439.555780000012,11546.841920000017,10111.90143,6513.410180000086,10000.0,9308.860100000009,10042.76996,4805.038020000122,6184.621660000138,10170.288770000021
