,MACrossover,KeltnerChannels,CNN,RSI,BarMovement,Supertrend,Choc,EEE,UCB,EXP3,SqueezePro,KNN,AlegAATr,MACD,Stochastic,BeepBoop,Ensemble,Lstm,MACDStochastic,BollingerBands,MACDKeyLevel,PSAR,MLP,RandomForest,LstmMixture,Transformer
0,11077.161019999985,9781.356309999997,6558.80966000001,10000.0,9992.697840000134,7910.382719999999,10296.53050000002,7716.536570000005,9178.060360000003,10131.439099999981,9206.045480000008,9392.168520000021,10000.0,9909.284,13363.387399999956,9989.563129999973,10024.960910000003,9789.94312,10936.61736000001,8634.571849999986,8569.767480000028,4550.947859999961,9085.56129000001,4314.409460000598,8746.066710000001,9795.39364
