,Transformer,Random,RandomForest,LstmMixture,MLP,Lstm,BollingerBands,MACDStochastic,BeepBoop,Ensemble,MACDKeyLevel,PSAR,Random01,AlegAATr,Random05,Stochastic,MACD,SqueezePro,EXP3,KNN,Random2,Supertrend,Choc,EEE,BarMovement,RSI,Random001,UCB,CNN,MACrossover,KeltnerChannels
0,4969.695850000011,7156.962180000029,10553.1855,11147.1668,9693.41248,9692.3138,10000.0,9153.968120000025,8124.748799999998,8980.427969999962,9592.288309999996,15419.715299999998,9041.052260000033,10000.0,6025.751520000022,9683.794899999992,9385.245719999988,9855.467920000003,13866.747160000023,9538.390921428569,5504.524220000034,11554.552849999991,9423.041769999993,10688.26985999999,13868.528990000043,10000.0,9718.501999999995,9611.061460000034,10000.0,9348.559389999997,8762.447490000162
