,BeepBoop,MLP,PSAR,RSI,MACDStochastic,BarMovement,BollingerBands,Supertrend,LstmMixture,MACrossover,AlegAATr,EEE,CNN,MACDKeyLevel,KNN,SqueezePro,Lstm,UCB,Choc,Ensemble,KeltnerChannels,EXP3,Stochastic,RandomForest,MACD
0,1304.2681600000171,9235.691209285726,4488.708050000435,9657.48985,9425.072879999978,10871.947381428603,5698.657459999931,9456.340920000004,10224.375919999999,9033.99636,11630.322087261944,9068.925410000005,11815.23055,9661.46033999997,10000.0,7964.26446,9833.271429999997,9950.496300000019,10438.8268,10154.254581428579,6724.605859999998,10000.0,5735.9717799993505,10000.0,9569.323939999998
