,Random,RandomForest,LstmMixture,MLP,MACDKeyLevel,PSAR,Lstm,MACDStochastic,BollingerBands,BeepBoop,Ensemble,Random05,Stochastic,MACD,Random01,AlegAATr,KNN,Random2,SqueezePro,EXP3,Random001,UCB,Supertrend,Choc,EEE,RSI,BarMovement,CNN,MACrossover,KeltnerChannels
0,5005.8292199998705,8917.671840000057,9581.9574,11487.318029999988,13534.2871,3532.041259999925,10274.231230000001,9626.968080000002,10567.753230000037,9492.410740000003,10886.183721428593,11155.523179999995,5742.1183,10902.617959999936,6346.327359999953,7683.884089999966,4431.008279999996,5379.235900000025,8431.165199999976,14927.385100000029,10452.792259999997,6597.950059999962,18166.97418,11960.2833,12108.69800999999,7705.461899999975,7584.853299999914,2524.8582000000624,8421.369809999971,9264.47081000002
