,Supertrend,Choc,EEE,BarMovement,RSI,Random001,UCB,SqueezePro,EXP3,KNN,Random2,MACrossover,KeltnerChannels,CNN,RandomForest,LstmMixture,MLP,Transformer,Random,Random01,AlegAATr,Random05,Stochastic,MACD,Lstm,BollingerBands,MACDStochastic,BeepBoop,Ensemble,MACDKeyLevel,PSAR
0,8845.81012,10000.0,8420.214410000035,10129.551260000002,10000.0,10257.891900000006,9419.43284,10778.83776,7956.204360000016,10000.0,10630.664160000006,9596.16208,10793.376960000003,9935.099839999999,9205.0338100006,10000.0,7352.2471600001245,10000.0,5431.103639999919,9459.169679999968,9422.54696,10441.008420000051,8391.183059999968,9850.696860000007,7660.659120000087,9803.161809999989,9719.804340000008,7794.360339999999,8351.145486666699,8590.22248,8609.8330200002
