,MACDStochastic,MLP,SqueezePro,CNN,Choc,AlegAATr,KeltnerChannels,MACD,PSAR,MACDKeyLevel,Ensemble,KNN,BeepBoop,MACrossover,RandomForest,RSI,Lstm,Supertrend,Stochastic,BarMovement,BollingerBands
0,4190.754549999939,7490.069799999994,8841.15686,14012.452017857306,10216.318899999804,19318.526359998665,16542.10332999825,12390.867900000014,2998.5319099972494,4381.906219998373,17119.371749999915,7400.951359999994,3442.393480000053,11128.664519999993,4940.775980000044,9256.556160000679,11494.565119999997,11402.594259999934,10036.001569999962,10340.97298000032,10133.649299999997
